date,year,month,district_kr,population_1000s,waste_kg_per_capita_per_day,total_waste_tons_per_month,policy_period
2023-12-01,2023,12,남양주시,720,0.196,4239.3,Full Implementation
2023-12-01,2023,12,화성시,890,0.208,5562.9,Full Implementation
2023-12-01,2023,12,평택시,520,0.201,3141.7,Full Implementation
2023-12-01,2023,12,의정부시,430,0.191,2459.5,Full Implementation
2023-12-01,2023,12,파주시,480,0.212,3051.7,Full Implementation
2023-12-01,2023,12,광명시,320,0.203,1945.2,Full Implementation
2023-12-01,2023,12,광주시,410,0.195,2396.3,Full Implementation
2023-12-01,2023,12,군포시,280,0.207,1736.0,Full Implementation
2024-01-01,2024,1,수원시,1190,0.233,8320.0,Full Implementation
2024-01-01,2024,1,용인시,1080,0.22,7128.7,Full Implementation
2024-01-01,2024,1,성남시,940,0.218,6146.4,Full Implementation
2024-01-01,2024,1,안산시,650,0.207,4038.9,Full Implementation
2024-01-01,2024,1,안양시,570,0.199,3403.3,Full Implementation
2024-01-01,2024,1,부천시,800,0.215,5149.1,Full Implementation
2024-01-01,2024,1,고양시,1060,0.22,6996.6,Full Implementation
2024-01-01,2024,1,남양주시,720,0.213,4610.9,Full Implementation
2024-01-01,2024,1,화성시,890,0.207,5534.2,Full Implementation
2024-01-01,2024,1,평택시,520,0.223,3474.8,Full Implementation
2024-01-01,2024,1,의정부시,430,0.213,2744.2,Full Implementation
2024-01-01,2024,1,파주시,480,0.221,3180.2,Full Implementation
2024-01-01,2024,1,광명시,320,0.226,2173.2,Full Implementation
2024-01-01,2024,1,광주시,410,0.21,2579.0,Full Implementation
2024-01-01,2024,1,군포시,280,0.217,1823.3,Full Implementation
2024-02-01,2024,2,수원시,1190,0.177,6313.8,Full Implementation
2024-02-01,2024,2,용인시,1080,0.183,5916.1,Full Implementation
2024-02-01,2024,2,성남시,940,0.185,5213.6,Full Implementation
2024-02-01,2024,2,안산시,650,0.18,3519.4,Full Implementation
2024-02-01,2024,2,안양시,570,0.182,3112.1,Full Implementation
2024-02-01,2024,2,부천시,800,0.18,4322.6,Full Implementation
2024-02-01,2024,2,고양시,1060,0.183,5824.3,Full Implementation
2024-02-01,2024,2,남양주시,720,0.185,4004.9,Full Implementation
2024-02-01,2024,2,화성시,890,0.179,4785.7,Full Implementation
2024-02-01,2024,2,평택시,520,0.179,2791.8,Full Implementation
2024-02-01,2024,2,의정부시,430,0.171,2206.5,Full Implementation
2024-02-01,2024,2,파주시,480,0.181,2609.5,Full Implementation
2024-02-01,2024,2,광명시,320,0.176,1690.8,Full Implementation
2024-02-01,2024,2,광주시,410,0.177,2172.1,Full Implementation
2024-02-01,2024,2,군포시,280,0.184,1546.4,Full Implementation
2024-03-01,2024,3,수원시,1190,0.177,6305.5,Full Implementation
2024-03-01,2024,3,용인시,1080,0.176,5712.4,Full Implementation
2024-03-01,2024,3,성남시,940,0.184,5183.8,Full Implementation
2024-03-01,2024,3,안산시,650,0.181,3535.4,Full Implementation
2024-03-01,2024,3,안양시,570,0.18,3078.0,Full Implementation
2024-03-01,2024,3,부천시,800,0.182,4358.8,Full Implementation
2024-03-01,2024,3,고양시,1060,0.177,5622.2,Full Implementation
2024-03-01,2024,3,남양주시,720,0.181,3920.4,Full Implementation
2024-03-01,2024,3,화성시,890,0.176,4711.6,Full Implementation
2024-03-01,2024,3,평택시,520,0.188,2938.3,Full Implementation
2024-03-01,2024,3,의정부시,430,0.177,2280.0,Full Implementation
2024-03-01,2024,3,파주시,480,0.181,2605.4,Full Implementation
2024-03-01,2024,3,광명시,320,0.182,1744.4,Full Implementation
2024-03-01,2024,3,광주시,410,0.178,2187.9,Full Implementation
2024-03-01,2024,3,군포시,280,0.183,1537.2,Full Implementation
2024-04-01,2024,4,수원시,1190,0.174,6227.3,Full Implementation
2024-04-01,2024,4,용인시,1080,0.182,5899.0,Full Implementation
2024-04-01,2024,4,성남시,940,0.175,4939.7,Full Implementation
2024-04-01,2024,4,안산시,650,0.179,3499.5,Full Implementation
2024-04-01,2024,4,안양시,570,0.186,3188.6,Full Implementation
2024-04-01,2024,4,부천시,800,0.179,4299.0,Full Implementation
2024-04-01,2024,4,고양시,1060,0.184,5864.8,Full Implementation
2024-04-01,2024,4,남양주시,720,0.186,4014.6,Full Implementation
2024-04-01,2024,4,화성시,890,0.186,4958.9,Full Implementation
2024-04-01,2024,4,평택시,520,0.18,2800.3,Full Implementation
2024-04-01,2024,4,의정부시,430,0.179,2306.2,Full Implementation
2024-04-01,2024,4,파주시,480,0.18,2596.0,Full Implementation
2024-04-01,2024,4,광명시,320,0.179,1722.3,Full Implementation
2024-04-01,2024,4,광주시,410,0.172,2119.7,Full Implementation
2024-04-01,2024,4,군포시,280,0.176,1482.4,Full Implementation
2024-05-01,2024,5,수원시,1190,0.174,6209.1,Full Implementation
2024-05-01,2024,5,용인시,1080,0.175,5673.9,Full Implementation
2024-05-01,2024,5,성남시,940,0.187,5274.3,Full Implementation
2024-05-01,2024,5,안산시,650,0.181,3522.5,Full Implementation
2024-05-01,2024,5,안양시,570,0.18,3086.1,Full Implementation
2024-05-01,2024,5,부천시,800,0.176,4216.7,Full Implementation
2024-05-01,2024,5,고양시,1060,0.187,5930.9,Full Implementation
2024-05-01,2024,5,남양주시,720,0.176,3808.4,Full Implementation
2024-05-01,2024,5,화성시,890,0.177,4713.3,Full Implementation
2024-05-01,2024,5,평택시,520,0.177,2767.1,Full Implementation
2024-05-01,2024,5,의정부시,430,0.184,2377.3,Full Implementation
2024-05-01,2024,5,파주시,480,0.184,2645.2,Full Implementation
2024-05-01,2024,5,광명시,320,0.178,1708.5,Full Implementation
2024-05-01,2024,5,광주시,410,0.18,2217.5,Full Implementation
2024-05-01,2024,5,군포시,280,0.181,1516.2,Full Implementation
2024-06-01,2024,6,수원시,1190,0.177,6322.8,Full Implementation
2024-06-01,2024,6,용인시,1080,0.18,5823.2,Full Implementation
2024-06-01,2024,6,성남시,940,0.175,4935.3,Full Implementation
2024-06-01,2024,6,안산시,650,0.185,3614.5,Full Implementation
2024-06-01,2024,6,안양시,570,0.179,3053.1,Full Implementation
2024-06-01,2024,6,부천시,800,0.182,4369.2,Full Implementation
2024-06-01,2024,6,고양시,1060,0.18,5712.7,Full Implementation
2024-06-01,2024,6,남양주시,720,0.171,3691.1,Full Implementation
2024-06-01,2024,6,화성시,890,0.18,4818.1,Full Implementation
2024-06-01,2024,6,평택시,520,0.187,2923.0,Full Implementation
2024-06-01,2024,6,의정부시,430,0.179,2303.3,Full Implementation
2024-06-01,2024,6,파주시,480,0.177,2548.9,Full Implementation
2024-06-01,2024,6,광명시,320,0.179,1722.9,Full Implementation
2024-06-01,2024,6,광주시,410,0.181,2223.2,Full Implementation
2024-06-01,2024,6,군포시,280,0.178,1495.9,Full Implementation
2024-07-01,2024,7,수원시,1190,0.194,6925.2,Full Implementation
2024-07-01,2024,7,용인시,1080,0.197,6371.7,Full Implementation
2024-07-01,2024,7,성남시,940,0.2,5644.1,Full Implementation
2024-07-01,2024,7,안산시,650,0.202,3936.6,Full Implementation
2024-07-01,2024,7,안양시,570,0.2,3425.9,Full Implementation
2024-07-01,2024,7,부천시,800,0.202,4840.1,Full Implementation
2024-07-01,2024,7,고양시,1060,0.194,6165.1,Full Implementation
2024-07-01,2024,7,남양주시,720,0.199,4302.7,Full Implementation
2024-07-01,2024,7,화성시,890,0.188,5006.5,Full Implementation
2024-07-01,2024,7,평택시,520,0.196,3057.3,Full Implementation
2024-07-01,2024,7,의정부시,430,0.191,2465.0,Full Implementation
2024-07-01,2024,7,파주시,480,0.203,2922.9,Full Implementation
2024-07-01,2024,7,광명시,320,0.188,1807.1,Full Implementation
2024-07-01,2024,7,광주시,410,0.19,2337.7,Full Implementation
2024-07-01,2024,7,군포시,280,0.192,1614.2,Full Implementation
2024-08-01,2024,8,수원시,1190,0.188,6698.1,Full Implementation
2024-08-01,2024,8,용인시,1080,0.191,6200.5,Full Implementation
2024-08-01,2024,8,성남시,940,0.205,5794.7,Full Implementation
2024-08-01,2024,8,안산시,650,0.192,3751.2,Full Implementation
2024-08-01,2024,8,안양시,570,0.188,3216.0,Full Implementation
2024-08-01,2024,8,부천시,800,0.205,4911.5,Full Implementation
2024-08-01,2024,8,고양시,1060,0.2,6357.7,Full Implementation
2024-08-01,2024,8,남양주시,720,0.187,4043.1,Full Implementation
2024-08-01,2024,8,화성시,890,0.195,5209.5,Full Implementation
2024-08-01,2024,8,평택시,520,0.193,3014.2,Full Implementation
2024-08-01,2024,8,의정부시,430,0.194,2502.1,Full Implementation
2024-08-01,2024,8,파주시,480,0.189,2716.9,Full Implementation
2024-08-01,2024,8,광명시,320,0.187,1799.6,Full Implementation
2024-08-01,2024,8,광주시,410,0.183,2251.3,Full Implementation
2024-08-01,2024,8,군포시,280,0.202,1695.8,Full Implementation
2024-09-01,2024,9,수원시,1190,0.194,6913.6,Full Implementation
2024-09-01,2024,9,용인시,1080,0.212,6866.8,Full Implementation
2024-09-01,2024,9,성남시,940,0.209,5885.1,Full Implementation
2024-09-01,2024,9,안산시,650,0.217,4235.2,Full Implementation
2024-09-01,2024,9,안양시,570,0.201,3435.3,Full Implementation
2024-09-01,2024,9,부천시,800,0.211,5060.7,Full Implementation
2024-09-01,2024,9,고양시,1060,0.209,6631.8,Full Implementation
2024-09-01,2024,9,남양주시,720,0.226,4888.8,Full Implementation
2024-09-01,2024,9,화성시,890,0.212,5661.8,Full Implementation
2024-09-01,2024,9,평택시,520,0.21,3273.4,Full Implementation
2024-09-01,2024,9,의정부시,430,0.208,2681.7,Full Implementation
2024-09-01,2024,9,파주시,480,0.213,3063.9,Full Implementation
2024-09-01,2024,9,광명시,320,0.203,1944.2,Full Implementation
2024-09-01,2024,9,광주시,410,0.212,2607.1,Full Implementation
2024-09-01,2024,9,군포시,280,0.209,1751.9,Full Implementation
2024-10-01,2024,10,수원시,1190,0.206,7357.3,Full Implementation
2024-10-01,2024,10,용인시,1080,0.2,6474.1,Full Implementation
2024-10-01,2024,10,성남시,940,0.216,6086.2,Full Implementation
2024-10-01,2024,10,안산시,650,0.215,4201.4,Full Implementation
2024-10-01,2024,10,안양시,570,0.196,3359.1,Full Implementation
2024-10-01,2024,10,부천시,800,0.194,4666.8,Full Implementation
2024-10-01,2024,10,고양시,1060,0.224,7127.3,Full Implementation
2024-10-01,2024,10,남양주시,720,0.204,4405.3,Full Implementation
2024-10-01,2024,10,화성시,890,0.227,6068.6,Full Implementation
2024-10-01,2024,10,평택시,520,0.205,3195.4,Full Implementation
2024-10-01,2024,10,의정부시,430,0.226,2912.5,Full Implementation
2024-10-01,2024,10,파주시,480,0.203,2930.1,Full Implementation
2024-10-01,2024,10,광명시,320,0.224,2149.2,Full Implementation
2024-10-01,2024,10,광주시,410,0.207,2540.6,Full Implementation
2024-10-01,2024,10,군포시,280,0.211,1774.5,Full Implementation
2024-11-01,2024,11,수원시,1190,0.185,6612.5,Full Implementation
2024-11-01,2024,11,용인시,1080,0.176,5706.3,Full Implementation
2024-11-01,2024,11,성남시,940,0.181,5107.8,Full Implementation
2024-11-01,2024,11,안산시,650,0.185,3613.0,Full Implementation
2024-11-01,2024,11,안양시,570,0.18,3075.8,Full Implementation
2024-11-01,2024,11,부천시,800,0.174,4184.5,Full Implementation
2024-11-01,2024,11,고양시,1060,0.189,6011.5,Full Implementation
2024-11-01,2024,11,남양주시,720,0.18,3885.5,Full Implementation
2024-11-01,2024,11,화성시,890,0.18,4817.8,Full Implementation
2024-11-01,2024,11,평택시,520,0.175,2735.0,Full Implementation
2024-11-01,2024,11,의정부시,430,0.177,2286.9,Full Implementation
2024-11-01,2024,11,파주시,480,0.184,2653.9,Full Implementation
2024-11-01,2024,11,광명시,320,0.18,1729.8,Full Implementation
2024-11-01,2024,11,광주시,410,0.184,2261.6,Full Implementation
2024-11-01,2024,11,군포시,280,0.183,1539.3,Full Implementation
2024-12-01,2024,12,수원시,1190,0.209,7450.0,Full Implementation
2024-12-01,2024,12,용인시,1080,0.203,6565.8,Full Implementation
2024-12-01,2024,12,성남시,940,0.203,5728.8,Full Implementation
2024-12-01,2024,12,안산시,650,0.198,3864.0,Full Implementation
2024-12-01,2024,12,안양시,570,0.196,3348.9,Full Implementation
2024-12-01,2024,12,부천시,800,0.209,5010.9,Full Implementation
2024-12-01,2024,12,고양시,1060,0.195,6200.9,Full Implementation
2024-12-01,2024,12,남양주시,720,0.195,4203.7,Full Implementation
2024-12-01,2024,12,화성시,890,0.197,5250.3,Full Implementation
2024-12-01,2024,12,평택시,520,0.199,3111.6,Full Implementation
2024-12-01,2024,12,의정부시,430,0.205,2642.7,Full Implementation
2024-12-01,2024,12,파주시,480,0.194,2788.0,Full Implementation
2024-12-01,2024,12,광명시,320,0.208,1994.8,Full Implementation
2024-12-01,2024,12,광주시,410,0.207,2546.6,Full Implementation
2024-12-01,2024,12,군포시,280,0.2,1683.1,Full Implementation
